payloadsize	encrypt	decrypt
8240	0.0007967180	0.0006927100
8250	0.0007976890	0.0006931580
8260	0.0007966740	0.0006923580
8270	0.0008017560	0.0006931670
8280	0.0007983780	0.0006926810
8290	0.0008228390	0.0007222570
8300	0.0007984700	0.0006934300
8310	0.0007980820	0.0006938210
8320	0.0007977220	0.0006941750
8330	0.0007977720	0.0006936370
8340	0.0007980130	0.0006949100
8350	0.0007975160	0.0006934680
8360	0.0007982370	0.0006933980
8370	0.0008012720	0.0006964400
8380	0.0007979230	0.0006938960
8390	0.0007984740	0.0006939110
8400	0.0007996750	0.0006956030
8410	0.0007983050	0.0006940620
8420	0.0007994200	0.0006948710
8430	0.0007988410	0.0006950500
8440	0.0007989420	0.0006951840
8450	0.0007990990	0.0006950180
8460	0.0007982400	0.0006946150
8470	0.0007997310	0.0006959280
8480	0.0007988110	0.0006953500
8490	0.0007980870	0.0006944750
8500	0.0007993720	0.0006954440
8510	0.0007994430	0.0006959630
8520	0.0008000390	0.0006959990
8530	0.0008002670	0.0006966720
8540	0.0007999460	0.0006995750
8550	0.0008000220	0.0006962860
8560	0.0007987500	0.0006961650
8570	0.0007995930	0.0006962510
8580	0.0007996940	0.0006959920
8590	0.0007996930	0.0006963640
8600	0.0007996260	0.0006972680
8610	0.0008005100	0.0006968980
8620	0.0008003060	0.0006974050
8630	0.0008006780	0.0006971440
8640	0.0008005500	0.0006971010
8650	0.0008000300	0.0006974200
8660	0.0008005650	0.0006973050
8670	0.0008042880	0.0006973060
8680	0.0008008860	0.0006972720
8690	0.0008013800	0.0006975790
8700	0.0008010750	0.0006985330
8710	0.0008010880	0.0006985950
8720	0.0008003980	0.0006976850
8730	0.0008019440	0.0006982560
8740	0.0008013790	0.0006987230
8750	0.0008011270	0.0006984350
8760	0.0008002400	0.0006981020
8770	0.0008012140	0.0006981750
8780	0.0008008320	0.0006982540
8790	0.0008009700	0.0006987310
8800	0.0008053980	0.0006987460
8810	0.0008022100	0.0006992970
8820	0.0008024010	0.0006991870
8830	0.0008015820	0.0006996050
8840	0.0008015420	0.0006995820
8850	0.0008021820	0.0006996310
8860	0.0008023030	0.0007001430
8870	0.0008025390	0.0007001250
8880	0.0008021110	0.0007007620
8890	0.0008027540	0.0007001890
8900	0.0008029250	0.0007003060
8910	0.0008026940	0.0007001370
8920	0.0008024180	0.0007002500
8930	0.0008027850	0.0007007820
8940	0.0008029110	0.0007049490
8950	0.0008033310	0.0007010210
8960	0.0008026880	0.0007012630
8970	0.0008028740	0.0007011630
8980	0.0008034190	0.0007011200
8990	0.0008021980	0.0007010550
9000	0.0008034310	0.0007014950
9010	0.0008031600	0.0007011700
9020	0.0008033930	0.0007014010
9030	0.0008031920	0.0007013680
9040	0.0008031010	0.0007020180
9050	0.0008034050	0.0007024160
9060	0.0008036170	0.0007017810
9070	0.0008034350	0.0007061420
9080	0.0008038120	0.0007018990
9090	0.0008033400	0.0007022000
9100	0.0008034600	0.0007023750
9110	0.0008043100	0.0007025790
9120	0.0008203450	0.0007023120
9130	0.0008041860	0.0007023380
9140	0.0008033590	0.0007021820
9150	0.0008041320	0.0007029100
9160	0.0008024850	0.0007019750
9170	0.0008027720	0.0007017740
9180	0.0008046970	0.0007044080
9190	0.0008041710	0.0007030540
9200	0.0008046170	0.0007075450
9210	0.0008039340	0.0007034550
9220	0.0008046060	0.0007034580
9230	0.0008041670	0.0007033040
9240	0.0008045480	0.0007036720
9250	0.0008060070	0.0007049510
9260	0.0008054500	0.0007046130
9270	0.0008059030	0.0007049730
9280	0.0008052430	0.0007048540
9290	0.0008054960	0.0007047650
9300	0.0008051280	0.0007047470
9310	0.0008047900	0.0007046230
9320	0.0008058450	0.0007044780
9330	0.0008052310	0.0007092990
9340	0.0008055280	0.0007050820
9350	0.0008049970	0.0007051000
9360	0.0008045880	0.0007051700
9370	0.0008056790	0.0007055670
9380	0.0008056800	0.0007053400
9390	0.0008055920	0.0007059350
9400	0.0008065310	0.0007060920
9410	0.0008068360	0.0007066520
9420	0.0008060370	0.0007057590
9430	0.0008062520	0.0007056040
9440	0.0008059740	0.0007060060
9450	0.0008071220	0.0007064720
9460	0.0008068320	0.0007067170
9470	0.0008060840	0.0007102310
9480	0.0008066160	0.0007065370
9490	0.0008063170	0.0007063990
9500	0.0008062700	0.0007064000
9510	0.0008061760	0.0007068930
9520	0.0008065520	0.0007068810
9530	0.0008074090	0.0007070070
9540	0.0008067080	0.0007075300
9550	0.0008072140	0.0007072710
9560	0.0008074130	0.0007076430
9570	0.0008074510	0.0007088770
9580	0.0008074600	0.0007083220
9590	0.0008077860	0.0007081590
9600	0.0008074010	0.0007115260
9610	0.0008079440	0.0007082890
9620	0.0008080860	0.0007086430
9630	0.0008076400	0.0007082640
9640	0.0008094570	0.0007095170
9650	0.0008083250	0.0007090550
9660	0.0008082710	0.0007093910
9670	0.0008081060	0.0007091800
9680	0.0008083360	0.0007093570
9690	0.0008089160	0.0007091340
9700	0.0008086700	0.0007091800
9710	0.0008082100	0.0007097760
9720	0.0008081050	0.0007095630
9730	0.0008099840	0.0007115270
9740	0.0008094110	0.0007105290
9750	0.0008086540	0.0007098050
9760	0.0008092270	0.0007100590
9770	0.0008089120	0.0007101950
9780	0.0008673690	0.0007117830
9790	0.0008095720	0.0007107110
9800	0.0008093050	0.0007110190
9810	0.0008098200	0.0007109770
9820	0.0008090360	0.0007110500
9830	0.0008098630	0.0007114100
9840	0.0008106140	0.0007121650
9850	0.0008107500	0.0007120790
9860	0.0008108340	0.0007164370
9870	0.0008099600	0.0007113230
9880	0.0008105320	0.0007117550
9890	0.0008103550	0.0007118220
9900	0.0008104730	0.0007122140
9910	0.0008103340	0.0007120030
9920	0.0008097020	0.0007120820
9930	0.0008096680	0.0007119740
9940	0.0008109480	0.0007121860
9950	0.0008101830	0.0007119410
9960	0.0008099280	0.0007122040
9970	0.0008105810	0.0007124200
9980	0.0008105450	0.0007123620
9990	0.0008144300	0.0007129220
10000	0.0008109280	0.0007129430
10010	0.0008108760	0.0007130020
10020	0.0008117980	0.0007131260
10030	0.0008105790	0.0007132670
10040	0.0008110770	0.0007131510
10050	0.0008112040	0.0007132580
10060	0.0008105920	0.0007135780
10070	0.0008107460	0.0007135200
10080	0.0008111440	0.0007143130
10090	0.0008111490	0.0007138860
10100	0.0008118740	0.0007145290
10110	0.0008121860	0.0007147450
10120	0.0008157250	0.0007141300
10130	0.0008116870	0.0007147570
10140	0.0008124440	0.0007152820
10150	0.0008121420	0.0007147470
10160	0.0008119930	0.0007147320
10170	0.0008121270	0.0007146950
10180	0.0008125770	0.0007155150
10190	0.0008128160	0.0007151360
10200	0.0008124040	0.0007151190
10210	0.0008119020	0.0007157030
10220	0.0008127430	0.0007151970
10230	0.0008130270	0.0007157950
10240	0.0008125670	0.0007162130
