payloadsize	encrypt	decrypt
8220	0.0062469700	0.0045860200
8230	0.0062444600	0.0045875200
8240	0.0062455300	0.0045782800
8250	0.0062380900	0.0045829400
8260	0.0062542100	0.0045846100
8270	0.0062394300	0.0045816000
8280	0.0062432200	0.0045768900
8290	0.0062508500	0.0045875100
8300	0.0062589500	0.0045926700
8310	0.0062593000	0.0045954000
8320	0.0062436500	0.0045833100
8330	0.0062516600	0.0045840200
8340	0.0062403500	0.0045839600
8350	0.0062566500	0.0045909800
8360	0.0062471000	0.0045834200
8370	0.0062470000	0.0045849500
8380	0.0062543500	0.0046007200
8390	0.0062574000	0.0045874100
8400	0.0062645100	0.0045938900
8410	0.0062391900	0.0045830800
8420	0.0062427800	0.0045790200
8430	0.0062365000	0.0045788400
8440	0.0062476000	0.0045897300
8450	0.0062481700	0.0045831300
8460	0.0062567900	0.0045900800
8470	0.0062479900	0.0045934700
8480	0.0062528400	0.0045946400
8490	0.0062555900	0.0045877900
8500	0.0062543400	0.0045920000
8510	0.0062532300	0.0045864700
8520	0.0062527600	0.0045883100
8530	0.0062512600	0.0045866600
8540	0.0062496600	0.0045882400
8550	0.0062539000	0.0045881100
8560	0.0062499600	0.0045854400
8570	0.0062457100	0.0045936600
8580	0.0063017300	0.0046135700
8590	0.0062555000	0.0045836600
8600	0.0062580400	0.0045939100
8610	0.0062761500	0.0045988600
8620	0.0062589000	0.0045977100
8630	0.0062610600	0.0045975200
8640	0.0062627100	0.0045942900
8650	0.0062592100	0.0045807200
8660	0.0062619400	0.0046084700
8670	0.0062599200	0.0046025000
8680	0.0062574100	0.0045994100
8690	0.0062657300	0.0045976400
8700	0.0062599000	0.0046004600
8710	0.0062611500	0.0045974700
8720	0.0062689600	0.0045989900
8730	0.0062568400	0.0045936100
8740	0.0062665000	0.0046038800
8750	0.0062661200	0.0046000800
8760	0.0062719300	0.0046120600
8770	0.0062741100	0.0046092800
8780	0.0062564100	0.0045916500
8790	0.0062704900	0.0046091300
8800	0.0062597600	0.0045962300
8810	0.0062650100	0.0045978400
8820	0.0062728000	0.0046050000
8830	0.0062649900	0.0046051000
8840	0.0062739500	0.0046036400
8850	0.0062721200	0.0045985400
8860	0.0062716600	0.0046022200
8870	0.0062594600	0.0045991500
8880	0.0062551200	0.0045971700
8890	0.0062635300	0.0046020800
8900	0.0062723000	0.0046112000
8910	0.0062647500	0.0046022200
8920	0.0062721100	0.0046014300
8930	0.0062826800	0.0046101500
8940	0.0062678500	0.0046008100
8950	0.0062720400	0.0046093600
8960	0.0062631100	0.0046017400
8970	0.0062667800	0.0046069700
8980	0.0062693100	0.0046078600
8990	0.0062632800	0.0046079400
9000	0.0062639300	0.0046012100
9010	0.0062687600	0.0046024900
9020	0.0062683000	0.0046010000
9030	0.0062829600	0.0046166500
9040	0.0063165100	0.0046285100
9050	0.0062750400	0.0046069900
9060	0.0062668200	0.0046124300
9070	0.0062753800	0.0046078900
9080	0.0062761400	0.0046080300
9090	0.0062847400	0.0046138500
9100	0.0062736200	0.0046119300
9110	0.0062740300	0.0046140700
9120	0.0062787000	0.0046152100
9130	0.0062790800	0.0046200600
9140	0.0062695900	0.0046071200
9150	0.0062797600	0.0046159000
9160	0.0062811400	0.0046109900
9170	0.0062669800	0.0046105500
9180	0.0062715000	0.0046110200
9190	0.0062676600	0.0046049800
9200	0.0062687900	0.0046083900
9210	0.0062714300	0.0046183700
9220	0.0062904300	0.0046244300
9230	0.0062782400	0.0046126900
9240	0.0062650200	0.0046107800
9250	0.0062766200	0.0046212900
9260	0.0062752000	0.0046173500
9270	0.0062692600	0.0046132200
9280	0.0062747300	0.0046179500
9290	0.0062708800	0.0046089800
9300	0.0062788200	0.0046266300
9310	0.0062914300	0.0046281300
9320	0.0062840000	0.0046179400
9330	0.0062730300	0.0046137200
9340	0.0062702900	0.0046159000
9350	0.0062702100	0.0046092700
9360	0.0062803800	0.0046159600
9370	0.0062793300	0.0046177100
9380	0.0062804500	0.0046143900
9390	0.0062764600	0.0046212600
9400	0.0062855800	0.0046210800
9410	0.0062981500	0.0046286300
9420	0.0062839700	0.0046199300
9430	0.0062734200	0.0046146600
9440	0.0062752100	0.0046155400
9450	0.0062810900	0.0046175400
9460	0.0062759300	0.0046216900
9470	0.0062780600	0.0046178800
9480	0.0062723900	0.0046267500
9490	0.0062875100	0.0046282800
9500	0.0063225200	0.0046412200
9510	0.0062823300	0.0046234600
9520	0.0062827000	0.0046193000
9530	0.0062821900	0.0046204900
9540	0.0062851400	0.0046183000
9550	0.0062950700	0.0046219000
9560	0.0062802700	0.0046178400
9570	0.0062903600	0.0046188400
9580	0.0062861100	0.0046257100
9590	0.0063189000	0.0046353500
9600	0.0062827700	0.0046228800
9610	0.0062863600	0.0046246700
9620	0.0062787800	0.0046188200
9630	0.0062919900	0.0046705600
9640	0.0062895600	0.0046309200
9650	0.0063106100	0.0046265300
9660	0.0062777400	0.0046208100
9670	0.0062810400	0.0046322000
9680	0.0063066100	0.0046267300
9690	0.0062882700	0.0046284900
9700	0.0062886100	0.0046235100
9710	0.0062844800	0.0046226800
9720	0.0062861300	0.0046240300
9730	0.0062843300	0.0046271900
9740	0.0062865300	0.0046279700
9750	0.0062857900	0.0046237600
9760	0.0063012300	0.0046308400
9770	0.0063108200	0.0046373300
9780	0.0062875800	0.0046252000
9790	0.0063041200	0.0046446100
9800	0.0063413700	0.0046293300
9810	0.0064349700	0.0047078600
9820	0.0063995200	0.0046909900
9830	0.0063852300	0.0047649200
9840	0.0062889900	0.0046269800
9850	0.0062976500	0.0046337500
9860	0.0063009100	0.0046344500
9870	0.0063022100	0.0046354100
9880	0.0062920000	0.0046351100
9890	0.0062905600	0.0046329800
9900	0.0062933800	0.0046294100
9910	0.0062890500	0.0046321600
9920	0.0062844500	0.0046282400
9930	0.0062854800	0.0046346600
9940	0.0062953800	0.0046312600
9950	0.0063123800	0.0046486000
9960	0.0063209800	0.0046562800
9970	0.0062944700	0.0046371800
9980	0.0062995400	0.0046390700
9990	0.0063138800	0.0046501500
10000	0.0062979200	0.0046354300
10010	0.0062973700	0.0046399300
10020	0.0063026500	0.0046329800
10030	0.0063019300	0.0046453500
10040	0.0062847500	0.0046303600
10050	0.0062988600	0.0046254600
10060	0.0062816200	0.0046173500
10070	0.0062952800	0.0046364500
10080	0.0062965400	0.0046394200
10090	0.0063006200	0.0046363000
10100	0.0062923100	0.0046342500
10110	0.0062948000	0.0046372600
10120	0.0062971000	0.0046393500
10130	0.0063166600	0.0046393900
10140	0.0063138200	0.0046470600
10150	0.0062972300	0.0046333000
10160	0.0062833800	0.0046213800
10170	0.0062897700	0.0046269100
10180	0.0062925500	0.0046238100
10190	0.0062833300	0.0046222900
10200	0.0062951400	0.0046227400
10210	0.0062880800	0.0046264700
10220	0.0063088500	0.0046446700
10230	0.0063172100	0.0046518500
10240	0.0063010900	0.0046423100
